version,mechanism,total_return_pct,sharpe,max_drawdown_pct,calmar,profit_factor,win_rate_pct,trade_count,avg_trade_pnl,avg_loss
v12,v12 baseline from Pine port,43.2041996913155,0.764815959661534,-27.3871971052569,0.6074916702456701,1.290975563501091,59.233449477351904,574,8.57546693594987,-72.29317419714158
v13,normal L1/L2/L3 MFE protection,65.93747227847521,1.132834773222986,-21.6822335871848,1.11797224390994,1.521659556908896,64.4285714285714,700,10.547868394056161,-56.84290008478161
v14,adds level0 breakout/reversal MFE protection,89.1685808831736,1.422448131150247,-20.8659441151744,1.505630525002016,1.729673976489103,65.6737588652482,705,13.882142099831098,-55.42444832618173
v15,defensive L1 reclaim-only entry filter,76.27290784471951,1.383553966430569,-16.7295731718018,1.643759105055671,1.887671074961427,68.6274509803921,408,20.087309145663557,-72.13065707315609
v16,half-size low-quality L1 knife entries,98.04110968121181,1.5601053671280471,-19.698547486065703,1.727207150524778,1.8983327115587691,65.6737588652482,705,15.020731469151162,-48.71106433069365
v17,adds no-progress time stop,103.3267289382632,1.619765309824893,-19.089512257351103,1.86201464181238,1.920654926560815,60.212201591511906,754,14.804823669428554,-40.41629034832429
v18,defensive low-progress L2 half-size adds,95.14584051718181,1.576460164743541,-17.8128942863378,1.862707471237954,1.928855235436657,60.212201591511906,754,13.616408133557785,-36.843817138258125
