trade_id,side,entry_id,level_snapshot,trend_mode_at_entry,exit_reason,horizon_bars,horizon_minutes,available,close_at_h,close_ret_pct_at_h,profitable_at_h,adverse_at_h,flat_at_h,max_favorable_pct_to_h,max_adverse_pct_to_h,min_close_ret_pct_to_h,max_close_ret_pct_to_h,ended_profit,ended_loss,pnl_abs,pnl_pct
8,long,Long2,2,0,Exit L2,48,720,True,42689.42,1.5318942674489522,True,False,False,1.8535946798372103,0.03960011730197255,0.29651331075293275,1.773728497314675,True,False,10.088978531854202,0.2998570828198987
8,long,Long2,2,0,Exit L2,96,1440,True,42572.01,1.252648034870929,True,False,False,3.2229500874413364,0.03960011730197255,0.29651331075293275,3.1077648813792047,True,False,10.088978531854202,0.2998570828198987
8,long,Long2,2,0,Exit L2,192,2880,False,,,,,,,,,,True,False,10.088978531854202,0.2998570828198987
9,long,Long1,1,0,NoProgress L1,1,15,True,41508.95,-0.11076891385822796,False,True,False,0.06343403365852493,0.2622790337042762,-0.11076891385822796,-0.11076891385822796,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,2,30,True,41305.38,-0.6006500303934792,False,True,False,0.06343403365852493,0.7115152022693922,-0.6006500303934792,-0.11076891385822796,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,4,60,True,41379.59,-0.42206734307177474,False,True,False,0.11199620358376686,0.7115152022693922,-0.6006500303934792,-0.02644689036068737,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,8,120,True,40975.96,-1.3933829350898597,False,True,False,0.11199620358376686,2.0977028505368174,-1.6580684192364026,-0.02644689036068737,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,12,180,True,41131.03,-1.020214665005259,False,True,False,0.11199620358376686,2.0977028505368174,-1.731152319168494,-0.02644689036068737,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,24,360,True,41277.2,-0.6684638038569779,False,True,False,0.11199620358376686,2.0977028505368174,-1.731152319168494,-0.02644689036068737,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,48,720,True,41367.89,-0.4502228132464592,False,True,False,0.11199620358376686,2.0977028505368174,-1.731152319168494,-0.02644689036068737,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,96,1440,True,41415.49,-0.33567577219386635,False,True,False,0.11199620358376686,3.068176184900109,-2.8669006699076793,-0.02644689036068737,False,True,-3.5580615880692466,-0.3357479657071116
9,long,Long1,1,0,NoProgress L1,192,2880,False,,,,,,,,,,False,True,-3.5580615880692466,-0.3357479657071116
10,long,Long2,2,0,Exit L2,1,15,True,40726.24,0.4717650248513561,True,False,False,0.6035523366097638,0.02652028456388687,0.4717650248513561,0.4717650248513561,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,2,30,True,41080.18,1.3449361428552686,True,False,False,1.7638826288682252,0.02652028456388687,0.4717650248513561,1.3449361428552686,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,4,60,True,41150.0,1.5171823073437007,True,False,False,1.8437641929778612,0.02652028456388687,0.4717650248513561,1.7381517853332085,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,8,120,True,41626.59,2.6929313696974377,True,False,False,3.5623279727820414,0.02652028456388687,0.4717650248513561,3.1406677832323204,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,12,180,True,42162.85,4.015886513904876,True,False,False,4.099789293255382,0.02652028456388687,0.4717650248513561,4.015886513904876,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,24,360,True,41670.01,2.8000486493034105,True,False,False,4.099789293255382,0.02652028456388687,0.4717650248513561,4.015886513904876,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,48,720,True,41587.02,2.595312052470189,True,False,False,4.099789293255382,0.02652028456388687,0.4717650248513561,4.015886513904876,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,96,1440,True,41608.09,2.647291810215413,True,False,False,4.099789293255382,0.02652028456388687,0.4717650248513561,4.015886513904876,True,False,10.075471314122648,0.2998517577768034
10,long,Long2,2,0,Exit L2,192,2880,True,41651.8,2.7551245207537933,True,False,False,4.099789293255382,0.02652028456388687,0.4717650248513561,4.015886513904876,True,False,10.075471314122648,0.2998517577768034
