trade_id,side,entry_id,level_snapshot,trend_mode_at_entry,exit_reason,entry_time,exit_time,entry_price,exit_price,bars_held,hold_minutes,pnl_abs,pnl_pct,ended_profit,ended_loss,mfe_abs_trade,mae_abs_trade,mfe_pct_trade,mae_pct_trade,max_favorable_pct_path,max_adverse_pct_path,bar_of_max_favorable,bar_of_max_adverse,minutes_to_max_favorable,minutes_to_max_adverse,first_move,first_adverse_bar,first_favorable_bar,first_material_adverse_bar,first_material_favorable_bar,first_adverse_minutes,first_favorable_minutes,first_material_adverse_minutes,first_material_favorable_minutes,underwater_bars,underwater_minutes,underwater_ratio,max_consecutive_underwater_bars,max_consecutive_underwater_minutes,avg_underwater_close_pct
175,long,Long1,1,0,OutsideStop Long1,2024-07-04 11:45:00,2024-07-04 12:30:00,57761.97,57516.16,3,45,-4.196421046736062,-0.4255568153232913,False,True,0.0,-363.4800000000032,0.0,-0.6292721664444672,0.0,0.6292721664444672,0,1,15,30,adverse,0,,1.0,,15,,30.0,,3,45,1.0,3,45,-0.36917600513510046
176,long,Long1,1,0,MFEProtect L1,2024-07-05 00:15:00,2024-07-05 01:00:00,57050.03,57203.98,3,45,2.124909918022245,0.2698508659855214,True,False,495.9700000000012,-360.02999999999884,0.8693597531850573,-0.6310776698978052,0.8693597531850573,0.6310776698978052,1,0,30,15,same_bar,0,0.0,0.0,1.0,15,15.0,15.0,30.0,1,15,0.3333333333333333,1,15,-0.18936011076593484
177,short,TrendShort,0,-1,Reverse to RevLong,2024-07-05 03:00:00,2024-07-05 03:45:00,55366.75,55228.02,3,45,19.51685933634469,0.2511949550246584,True,False,212.0899999999965,-277.239999999998,0.3830638424686233,-0.5007337436277152,0.3830638424686233,0.5007337436277152,2,0,45,15,same_bar,0,0.0,0.0,,15,15.0,15.0,,1,15,0.3333333333333333,1,15,-0.14226950290561202
178,long,RevLong,0,2,Reverse TP Channel,2024-07-05 03:45:00,2024-07-06 16:15:00,55228.02,57694.89629789264,146,2190,403.5661962095855,4.466711458952632,True,False,2656.3800000000047,-1742.0899999999965,4.809841091532894,-3.154358964887745,4.809841091532894,3.154358964887745,145,1,2190,30,same_bar,0,0.0,1.0,30.0,15,15.0,30.0,465.0,29,435,0.19863013698630136,28,420,-1.3456706240406724
179,long,Long1,1,0,TP L1,2024-07-08 01:15:00,2024-07-08 09:15:00,54794.03,57907.51,32,480,53.66815194386076,5.682151869464613,True,False,3442.7000000000044,-358.02999999999884,6.282983748412016,-0.6534105996583913,6.282983748412016,0.6534105996583913,30,0,465,15,same_bar,0,0.0,0.0,2.0,15,15.0,15.0,45.0,1,15,0.03125,1,15,-0.3338867391210254
180,short,Short1,1,0,Exit S1,2024-07-10 04:30:00,2024-07-11 12:30:00,59130.81,58953.47748,128,1920,2.5244375103880854,0.3008007798355194,True,False,2080.8099999999977,-519.1900000000023,3.518994581674085,-0.8780363401076399,3.518994581674085,0.8780363401076399,90,127,1365,1920,same_bar,0,0.0,1.0,3.0,15,15.0,30.0,60.0,4,60,0.03125,2,30,-0.1673662173746704
181,short,Short1,1,0,Exit S1,2024-07-11 12:45:00,2024-07-13 09:45:00,58816.32,58639.93095,180,2700,2.5250079085562893,0.3008002348270144,True,False,2273.8499999999985,-154.6600000000035,3.866018819266487,-0.2629542276701492,3.866018819266487,0.2629542276701492,49,0,750,15,same_bar,0,0.0,,0.0,15,15.0,,15.0,0,0,0.0,0,0,0.0
182,short,Short1,1,0,MFEProtect S1,2024-07-13 12:45:00,2024-07-13 22:30:00,58767.98,58776.03,39,585,-0.9509533647882342,-0.0136960594310231,False,True,479.7900000000009,-248.6999999999971,0.8164139723706699,-0.4231896348998163,0.8164139723706699,0.42318963489981637,37,38,570,585,same_bar,0,0.0,,37.0,15,15.0,,570.0,7,105,0.1794871794871795,6,90,-0.06407036134788514
183,short,Short1,1,0,NoProgress S1,2024-07-14 01:45:00,2024-07-15 01:45:00,59705.96,61390.03,96,1440,-27.332418507850083,-2.743230456150614,False,True,425.9700000000012,-2094.040000000001,0.713446362808673,-3.5072545521418648,0.713446362808673,3.5072545521418648,3,93,60,1410,same_bar,0,0.0,9.0,1.0,15,15.0,150.0,30.0,80,1200,0.8333333333333334,46,690,-0.9326713363289038
184,short,Short2,2,0,OutsideStop Short2,2024-07-14 22:00:00,2024-07-15 02:45:00,60837.97,62482.03,19,285,-104.6015239055793,-2.6312525377296447,False,True,205.66999999999825,-1772.0299999999988,0.3380619044323771,-2.912704023490591,0.3380619044323771,2.912704023490591,7,18,120,285,same_bar,0,0.0,4.0,,15,15.0,75.0,,16,240,0.8421052631578947,11,165,-0.8973600286137056
185,short,Short1,1,0,OutsideStop Short1,2024-07-15 05:45:00,2024-07-15 06:30:00,62799.96,62963.46,3,45,-2.795792374917474,-0.2596744206878054,False,True,93.94999999999708,-199.04000000000087,0.1496020061159228,-0.316942877033681,0.14960200611592284,0.316942877033681,0,1,15,30,same_bar,0,0.0,,,15,15.0,,,3,45,1.0,3,45,-0.18269119916637008
186,short,Short1,1,0,OutsideStop Short1,2024-07-15 16:45:00,2024-07-15 17:30:00,63411.74,63257.71,3,45,1.9515113813961835,0.2434960102096539,True,False,178.40999999999622,-318.26000000000204,0.2813516866119684,-0.5018944441518275,0.2813516866119684,0.5018944441518275,2,1,45,30,same_bar,0,0.0,1.0,,15,15.0,30.0,,2,30,0.6666666666666666,2,30,-0.21804322038790902
187,short,Short1,1,0,Breakout Flip Up,2024-07-15 22:45:00,2024-07-15 23:15:00,64343.57,64514.03,2,30,-2.8384598033519737,-0.264221596449643,False,True,118.37999999999738,-402.7900000000009,0.1839810877761326,-0.625998837179847,0.18398108777613267,0.625998837179847,0,1,15,30,same_bar,0,0.0,1.0,,15,15.0,30.0,,2,30,1.0,2,30,-0.28244469493999835
188,long,TrendLong,0,1,MFEProtect TrendLong,2024-07-15 23:15:00,2024-07-16 04:15:00,64514.03,64561.6,20,300,3.5546341469662157,0.0737358989974623,True,False,479.9199999999983,-77.83000000000175,0.7439002027930952,-0.1206404250362312,0.7439002027930952,0.12064042503623126,18,4,285,75,same_bar,0,0.0,,1.0,15,15.0,,30.0,0,0,0.0,0,0,0.0
189,short,Short1,1,0,MFEProtect S1,2024-07-16 16:00:00,2024-07-16 18:00:00,64741.98,64618.03,8,120,1.4660286434429928,0.1918195277695877,True,False,630.4200000000055,-8.019999999996799,0.9737422303117784,-0.0123876347309686,0.9737422303117783,0.012387634730968681,3,0,60,15,same_bar,0,0.0,,0.0,15,15.0,,15.0,0,0,0.0,0,0,0.0
190,short,Short1,1,0,OutsideStop Short1,2024-07-16 23:30:00,2024-07-17 01:30:00,65190.380000000005,65938.04,8,120,-11.155770341449369,-1.133882657112628,False,True,258.070000000007,-938.25,0.3958712926661985,-1.439246097353628,0.3958712926661985,1.4392460973536279,1,6,30,105,same_bar,0,0.0,3.0,,15,15.0,60.0,,7,105,0.875,7,105,-0.6204223909811679
191,short,Short1,1,0,Exit S1,2024-07-18 03:45:00,2024-07-19 13:30:00,64865.05,64670.51476,135,2025,4.972038423988369,0.3008097905544016,True,False,1626.5699999999997,-246.239999999998,2.5076215928300365,-0.3796189165043393,2.5076215928300365,0.3796189165043393,61,36,930,555,same_bar,0,0.0,,3.0,15,15.0,,60.0,10,150,0.07407407407407407,5,75,-0.08554838083065563
192,short,Short1,1,0,NoProgress S1,2024-07-19 15:00:00,2024-07-20 15:00:00,65589.99,66661.83,96,1440,-31.47833701347384,-1.6078766514510567,False,True,321.99000000000524,-1796.0099999999948,0.4909133238166452,-2.738237953687742,0.4909133238166452,2.738237953687742,1,17,30,270,same_bar,0,0.0,3.0,,15,15.0,60.0,,95,1425,0.9895833333333334,95,1425,-1.5684383033383353
193,short,Short2,2,0,MFEProtect S2,2024-07-19 21:15:00,2024-07-20 17:00:00,67113.67,67078.56,79,1185,0.6125571562391445,0.0523416125808307,True,False,891.2099999999919,-97.33000000000176,1.3279112884155968,-0.1450226161078685,1.3279112884155968,0.14502261610786854,17,78,270,1185,same_bar,0,0.0,,5.0,15,15.0,,90.0,0,0,0.0,0,0,0.0
194,short,Short1,1,0,MFEProtect S1,2024-07-20 20:15:00,2024-07-20 22:00:00,67317.95,67198.04,7,105,1.334810820250725,0.1784427045788961,True,False,527.0500000000029,-112.05999999999769,0.782926396302922,-0.1664637737780156,0.782926396302922,0.16646377377801563,2,0,45,15,same_bar,0,0.0,,2.0,15,15.0,,45.0,2,30,0.2857142857142857,2,30,-0.052029213604987135
195,short,Short1,1,0,MFEProtect S1,2024-07-21 14:45:00,2024-07-21 19:15:00,67290.73,67317.84,18,270,-0.7163708922858509,-0.0402716427027383,False,True,1513.729999999996,-422.2700000000041,2.249537194796365,-0.627530716340875,2.249537194796365,0.627530716340875,12,8,195,135,same_bar,0,0.0,8.0,5.0,15,15.0,135.0,90.0,5,75,0.2777777777777778,4,60,-0.18957737566526855
196,short,Short1,1,0,MFEProtect S1,2024-07-21 22:15:00,2024-07-22 19:30:00,68041.98,67924.04,85,1275,1.2898137769221534,0.1736351371325994,True,False,1482.0099999999948,-432.570000000007,2.1780818253672143,-0.6357398770582617,2.1780818253672143,0.6357398770582617,66,9,1005,150,same_bar,0,0.0,9.0,28.0,15,15.0,150.0,435.0,12,180,0.1411764705882353,6,90,-0.1384231225095678
197,long,Long1,1,0,Exit L1,2024-07-23 17:00:00,2024-07-24 18:30:00,65946.04,66143.81803,102,1530,4.953382185705986,0.2999088800479832,True,False,1155.9700000000012,-504.9599999999919,1.7529028278271166,-0.7657169406987772,1.7529028278271166,0.7657169406987772,85,10,1290,165,same_bar,0,0.0,9.0,59.0,15,15.0,150.0,900.0,41,615,0.4019607843137255,11,165,-0.206496616723929
198,long,Long1,1,0,NoProgress L1,2024-07-24 20:00:00,2024-07-25 20:00:00,65800.04,64589.14,96,1440,-35.234319670918026,-1.8402724375243484,False,True,266.6200000000099,-2343.3399999999965,0.4051973220685123,-3.561304825954508,0.40519732206851233,3.561304825954508,2,71,45,1080,same_bar,0,0.0,5.0,,15,15.0,90.0,,93,1395,0.96875,93,1395,-1.8669413757848838
199,long,Long2,2,0,TP L2,2024-07-25 03:45:00,2024-07-27 13:30:00,64093.62,69099.97,231,3465,290.4735209840544,7.810995852629343,True,False,5006.380000000005,-636.9199999999983,7.811042659160155,-0.993733853697136,7.811042659160143,0.9937338536971473,230,40,3465,615,same_bar,0,0.0,39.0,19.0,15,15.0,600.0,300.0,7,105,0.030303030303030304,2,30,-0.19961870954216612
200,short,Short1,1,0,TP S1,2024-07-29 00:30:00,2024-07-29 17:15:00,68695.73,66727.37,67,1005,54.60319437378112,2.949854010430797,True,False,2267.729999999996,-1384.2600000000093,3.301122209488124,-2.0150597424323307,3.301122209488124,2.0150597424323307,65,49,990,750,same_bar,0,0.0,6.0,2.0,15,15.0,105.0,45.0,53,795,0.7910447761194029,51,765,-1.1063825177632036
201,long,Long1,1,0,NoProgress L1,2024-07-29 23:15:00,2024-07-30 23:15:00,67012.77,66177.97,96,1440,-24.856630886896134,-1.2457327163166054,False,True,48.75999999999476,-1710.1000000000058,0.0727622511351116,-2.5519016748598897,0.07276225113511164,2.5519016748598897,0,82,15,1245,same_bar,0,0.0,2.0,,15,15.0,45.0,,96,1440,1.0,96,1440,-0.9077232904017234
202,long,Long2,2,0,MFEProtect L2,2024-08-01 02:30:00,2024-08-01 14:15:00,64038.02,64187.97,47,705,7.653760667305182,0.2341577706493902,True,False,911.560000000005,-454.0199999999968,1.4234668717115315,-0.708985068557705,1.4234668717115317,0.708985068557705,41,9,630,150,same_bar,0,0.0,8.0,15.0,15,15.0,135.0,240.0,7,105,0.14893617021276595,4,60,-0.26008210211906196
203,long,Long3,3,0,MFEProtect L3,2024-08-01 17:15:00,2024-08-01 18:30:00,62684.04,62828.55,5,75,7.503093626169797,0.2305371510834319,True,False,751.7099999999991,-382.0400000000009,1.1992047736553022,-0.6094693322255567,1.1992047736553022,0.6094693322255567,3,1,60,30,same_bar,0,0.0,0.0,1.0,15,15.0,15.0,30.0,1,15,0.2,1,15,-0.5875817831779817
204,long,Long1,1,0,NoProgress L1,2024-07-31 21:00:00,2024-08-01 21:00:00,64960.03,64719.97,96,1440,-3.922142386429337,-0.3695503219441232,False,True,176.01000000000204,-2658.029999999999,0.2709512295483885,-4.091793061056158,0.2709512295483885,4.091793061056158,0,82,15,1245,same_bar,0,0.0,0.0,,15,15.0,15.0,,94,1410,0.9791666666666666,89,1335,-1.296992313188093
205,long,Long1,1,0,MFEProtect L1,2024-08-02 15:15:00,2024-08-02 18:00:00,62856.02,62989.97,11,165,1.7140763230638616,0.2131060795767858,True,False,780.4400000000023,-117.83999999999652,1.2416312709586168,-0.1874760762771752,1.2416312709586168,0.18747607627717522,1,0,30,15,same_bar,0,0.0,,0.0,15,15.0,,15.0,0,0,0.0,0,0,0.0
206,long,Long3,3,0,MFEProtect L3,2024-08-03 01:15:00,2024-08-03 15:45:00,61193.26,60878.97,58,870,-21.128369739248548,-0.5136023150261959,False,True,1004.9599999999992,-359.9300000000003,1.6422723679045683,-0.5881856923458568,1.6422723679045685,0.5881856923458568,44,57,675,870,same_bar,0,0.0,0.0,2.0,15,15.0,15.0,45.0,2,30,0.034482758620689655,1,15,-0.34931134572663836
207,long,Long1,1,0,NoProgress L1,2024-08-02 21:30:00,2024-08-03 21:30:00,62065.88,60696.92,96,1440,-21.700076524554493,-2.205656312292681,False,True,184.12000000000265,-2215.8799999999974,0.2966525247043989,-3.570206367814325,0.29665252470439896,3.570206367814325,1,93,30,1410,same_bar,0,0.0,2.0,,15,15.0,45.0,,92,1380,0.9583333333333334,56,840,-1.1033533694533404
208,long,Long2,2,0,NoProgress L2,2024-08-02 21:30:00,2024-08-03 21:30:00,62065.88,60696.92,96,1440,-86.7971770901293,-2.205656312292681,False,True,184.12000000000265,-2215.8799999999974,0.2966525247043989,-3.570206367814325,0.29665252470439896,3.570206367814325,1,93,30,1410,same_bar,0,0.0,2.0,,15,15.0,45.0,,92,1380,0.9583333333333334,56,840,-1.1033533694533404
209,long,Long1,1,0,OutsideStop Long1,2024-08-04 16:00:00,2024-08-04 17:15:00,59264.26,58195.76,5,75,-17.557630475933557,-1.8029416042653732,False,True,4.19999999999709,-1175.1600000000035,0.0070869019540564,-1.982915166746372,0.00708690195405644,1.982915166746372,0,4,15,75,same_bar,0,0.0,0.0,,15,15.0,15.0,,5,75,1.0,5,75,-1.0673515538707479
210,short,TrendShort,0,-1,Reverse to RevLong,2024-08-05 00:15:00,2024-08-05 01:00:00,57409.97,53928.03,3,45,574.9654975855975,6.456642306422111,True,False,5109.800000000003,-141.86999999999534,8.900544626656316,-0.247117356096851,8.900544626656316,0.247117356096851,2,0,45,15,same_bar,0,0.0,,0.0,15,15.0,,15.0,0,0,0.0,0,0,0.0
211,long,RevLong,0,2,Reverse TP Channel,2024-08-05 01:00:00,2024-08-07 01:45:00,53928.03,56835.34021684693,195,2925,541.0920774431333,5.391092937841302,True,False,3112.959999999999,-4928.029999999999,5.772434112649765,-9.138160618884092,5.772434112649765,9.138160618884092,164,20,2475,315,same_bar,0,0.0,0.0,0.0,15,15.0,15.0,15.0,49,735,0.2512820512820513,39,585,-3.263051870867031
212,short,Short1,1,0,MFEProtect S1,2024-08-07 10:30:00,2024-08-07 12:45:00,57420.98,57292.03,9,135,4.015282121319071,0.2250749362520565,True,False,608.9800000000032,-79.0199999999968,1.060553128838977,-0.1376152061493844,1.060553128838977,0.1376152061493844,5,0,90,15,same_bar,0,0.0,,1.0,15,15.0,,30.0,0,0,0.0,0,0,0.0
213,long,Long1,1,0,MFEProtect L1,2024-08-07 18:45:00,2024-08-07 21:00:00,54805.04,54954.51,9,135,5.03808375830002,0.2727303912194889,True,False,492.4199999999983,-162.02000000000407,0.8984940071205098,-0.295629745001562,0.8984940071205098,0.295629745001562,6,7,105,120,same_bar,0,0.0,,0.0,15,15.0,,15.0,1,15,0.1111111111111111,1,15,-0.08360544942581649
214,short,Short2,2,0,MFEProtect S2,2024-08-08 12:45:00,2024-08-08 14:15:00,57924.59,58178.67,6,90,-20.149075692501064,-0.4367236308427058,False,True,1224.5900000000038,-330.4099999999962,2.1141107774781034,-0.5704140504058746,2.114110777478091,0.5704140504058872,3,1,60,30,same_bar,0,0.0,1.0,2.0,15,15.0,30.0,45.0,2,30,0.3333333333333333,1,15,-0.2698422207218054
215,short,Short1,1,0,OutsideStop Short1,2024-08-08 01:45:00,2024-08-08 16:00:00,56867.97,59773.5,57,855,-109.62951151126106,-4.860899897111592,False,True,197.5,-2992.029999999999,0.3472956745246929,-5.261362415433501,0.3472956745246929,5.261362415433501,11,56,180,855,same_bar,0,0.0,0.0,,15,15.0,15.0,,54,810,0.9473684210526315,44,660,-1.2176065861822507
216,short,Short1,1,0,OutsideStop Short1,2024-08-08 19:15:00,2024-08-08 20:00:00,59627.64,59434.57,3,45,3.028108620986796,0.3248446148428341,True,False,390.0500000000029,-155.86000000000058,0.6541429444465736,-0.2613888458439753,0.6541429444465736,0.26138884584397537,1,0,30,15,same_bar,0,0.0,,1.0,15,15.0,,30.0,1,15,0.3333333333333333,1,15,-0.1818451979652469
217,long,TrendLong,0,1,Reverse to RevShort,2024-08-08 22:00:00,2024-08-08 22:45:00,60708.5,62331.97,3,45,277.44416343068866,2.674205424281606,True,False,1821.5,-87.27999999999884,3.0004035678694088,-0.1437689944571169,3.0004035678694088,0.14376899445711694,2,0,45,15,same_bar,0,0.0,,0.0,15,15.0,,15.0,0,0,0.0,0,0,0.0
218,short,RevShort,0,-2,Reverse TP Channel,2024-08-08 22:45:00,2024-08-11 13:00:00,62331.97,60169.84290366197,249,3735,370.7932372831621,3.593373344517148,True,False,2796.970000000001,-413.1699999999983,4.48721578990685,-0.6628540699098685,4.48721578990685,0.6628540699098685,62,0,945,15,same_bar,0,0.0,0.0,1.0,15,15.0,15.0,30.0,1,15,0.004016064257028112,1,15,-0.028909723212655614
219,long,Long1,1,0,MFEProtect L1,2024-08-11 20:30:00,2024-08-11 22:00:00,58719.53,58620.32,6,90,-2.286790796332817,-0.1689557120092777,False,True,629.510000000002,-402.5299999999989,1.0720623955947912,-0.6855129800936739,1.0720623955947912,0.6855129800936739,5,1,90,30,same_bar,0,0.0,1.0,4.0,15,15.0,30.0,75.0,4,60,0.6666666666666666,3,45,-0.24095901312561618
220,long,Long1,1,0,MFEProtect L1,2024-08-13 11:00:00,2024-08-13 12:30:00,58716.04,58879.95,6,90,5.424105369879725,0.2791571093690992,True,False,467.2799999999989,-58.05000000000291,0.7958302365077734,-0.0988656591963676,0.7958302365077734,0.09886565919636765,5,0,90,15,same_bar,0,0.0,,5.0,15,15.0,,90.0,1,15,0.16666666666666666,1,15,-0.010303828391700076
221,short,Short1,1,0,MFEProtect S1,2024-08-13 17:15:00,2024-08-14 03:30:00,61274.23,61112.71,41,615,5.0834302055283285,0.2642985395345798,True,False,1030.4600000000064,-303.86999999999534,1.6817183993989095,-0.495918104560425,1.6817183993989095,0.49591810456042507,7,0,120,15,same_bar,0,0.0,,1.0,15,15.0,,30.0,1,15,0.024390243902439025,1,15,-0.37581867613840636
222,short,Short1,1,0,TP S1,2024-08-14 11:45:00,2024-08-15 01:45:00,61296.84,58204.96,56,840,55.94584339885005,5.312055879773836,True,False,3161.6400000000067,-503.1599999999962,5.15791678657498,-0.8208579757129343,5.157916786574968,0.8208579757129462,55,2,840,45,same_bar,0,0.0,1.0,2.0,15,15.0,30.0,45.0,1,15,0.017857142857142856,1,15,-0.638140563200329
223,long,Long1,1,0,MFEProtect L1,2024-08-15 06:30:00,2024-08-15 18:00:00,58143.87,57907.18,46,690,-4.9708053494477005,-0.4070764467518195,False,True,1705.510000000002,-429.989999999998,2.933258484514365,-0.7395276578597159,2.9332584845143517,0.7395276578597283,39,3,600,60,same_bar,0,0.0,2.0,9.0,15,15.0,45.0,150.0,7,105,0.15217391304347827,6,90,-0.21410929229758816
224,long,Long1,1,0,TP L1,2024-08-15 21:00:00,2024-08-18 02:45:00,56956.64,60125.97,215,3225,61.99127553376544,5.564460965394025,True,False,3302.3700000000026,-201.45999999999916,5.798042159790329,-0.3537076625306534,5.798042159790329,0.3537076625306534,214,0,3225,15,same_bar,0,0.0,,1.0,15,15.0,,30.0,0,0,0.0,0,0,0.0
225,long,Long2,2,0,TP L2,2024-08-15 21:00:00,2024-08-23 17:45:00,56956.64,62999.86,755,11325,474.26288578413664,10.610211557423344,True,False,6059.349999999999,-201.45999999999916,10.63853134595018,-0.3537076625306534,10.638531345950181,0.3537076625306534,754,0,11325,15,same_bar,0,0.0,,1.0,15,15.0,,30.0,0,0,0.0,0,0,0.0
226,short,Short1,1,0,OutsideStop Short1,2024-08-23 22:00:00,2024-08-23 22:45:00,64350.14,64084.99,3,45,4.42077202595269,0.413747431340794,True,False,500.1399999999994,-604.8600000000006,0.7772166463041097,-0.9399513349932116,0.7772166463041097,0.9399513349932115,2,1,45,30,same_bar,0,0.0,0.0,2.0,15,15.0,15.0,45.0,2,30,0.6666666666666666,2,30,-0.35395416389149004
227,short,Short1,1,0,TP S1,2024-08-25 23:15:00,2024-08-27 10:00:00,64746.880000000005,62467.04,139,2085,40.9843364809129,3.649668689279984,True,False,2369.2100000000064,-57.24999999999272,3.659187902181551,-0.0884212490238799,3.659187902181551,0.08842124902387995,138,0,2085,15,same_bar,0,0.0,,0.0,15,15.0,,15.0,0,0,0.0,0,0,0.0
228,long,Long1,1,0,OutsideStop Long1,2024-08-27 13:45:00,2024-08-27 22:30:00,62232.67,59108.9,35,525,-59.61325495967206,-5.019501814722071,False,True,60.33000000000175,-4198.659999999996,0.0969426508616804,-6.746713583074608,0.09694265086168045,6.746713583074608,0,33,15,510,same_bar,0,0.0,0.0,,15,15.0,15.0,,35,525,1.0,35,525,-1.096329996079915
229,long,Long1,1,0,OutsideStop Long1,2024-08-28 01:30:00,2024-08-28 02:15:00,59181.14,59208.33,3,45,0.1165044187002322,0.045943690844763,True,False,278.3099999999977,-81.13999999999942,0.4702680617507498,-0.1371044897073618,0.4702680617507498,0.13710448970736186,0,0,15,15,same_bar,0,0.0,,,15,15.0,,,0,0,0.0,0,0,0.0
230,long,Long1,1,0,OutsideStop Long1,2024-08-28 06:45:00,2024-08-28 07:30:00,59186.94,58839.98,3,45,-7.2995549855719135,-0.58621040384923,False,True,84.87999999999738,-409.9400000000023,0.1434100157906412,-0.6926190135864472,0.14341001579064128,0.6926190135864472,0,2,15,45,same_bar,0,0.0,1.0,,15,15.0,30.0,,3,45,1.0,3,45,-0.3268682809642394
231,long,Long1,1,0,OutsideStop Long1,2024-08-28 15:30:00,2024-08-28 16:30:00,58758.63,58670.97,4,60,-2.171221650275395,-0.1491865960795868,False,True,283.0500000000029,-898.6299999999974,0.4817164729674653,-1.5293583257472092,0.4817164729674653,1.5293583257472092,0,2,15,45,same_bar,0,0.0,2.0,,15,15.0,45.0,,3,45,0.75,3,45,-0.33865663648045735
232,long,Long1,1,0,MFEProtect L1,2024-08-29 19:15:00,2024-08-30 12:45:00,59476.04,59538.97,70,1050,0.8180661394041839,0.1058073133315629,True,False,468.0299999999989,-791.0400000000009,0.7869219268801332,-1.3300145739359932,0.7869219268801332,1.3300145739359932,68,39,1035,600,same_bar,0,0.0,1.0,68.0,15,15.0,30.0,1035.0,50,750,0.7142857142857143,37,555,-0.4588143393541346
233,long,Long1,1,0,Exit L1,2024-08-30 16:00:00,2024-09-01 02:15:00,58341.11,58516.07324,137,2055,3.093114157370496,0.2998970023024849,True,False,1121.2699999999968,-640.010000000002,1.921920923342043,-1.0970137523951842,1.9219209233420427,1.0970137523951842,33,0,510,15,same_bar,0,0.0,0.0,3.0,15,15.0,15.0,60.0,3,45,0.021897810218978103,2,30,-0.25881121105398125
234,long,Long1,1,0,MFEProtect L1,2024-09-01 06:00:00,2024-09-01 19:30:00,58178.61,58301.08,54,810,4.09159018298175,0.2105069199831444,True,False,610.3199999999997,-977.6100000000006,1.0490453450159771,-1.6803598435920015,1.0490453450159771,1.6803598435920015,48,31,735,480,same_bar,0,0.0,19.0,6.0,15,15.0,300.0,105.0,29,435,0.5370370370370371,14,210,-0.3132339745033333
235,long,Long1,1,0,TP L1,2024-09-01 22:30:00,2024-09-03 02:00:00,57545.03,59763.97,110,1650,44.7986141832376,3.856006331041972,True,False,2262.3899999999994,-417.0299999999989,3.9315124173190967,-0.7247020290023288,3.9315124173190967,0.7247020290023288,109,8,1650,135,same_bar,0,0.0,0.0,27.0,15,15.0,15.0,420.0,21,315,0.19090909090909092,13,195,-0.2133674810011905
236,long,Long1,1,0,MFEProtect L1,2024-09-04 01:15:00,2024-09-04 04:15:00,56420.01,56568.52,12,180,2.674654291615944,0.2632222149552943,True,False,503.6399999999994,-53.01000000000204,0.8926620183158411,-0.0939560273030827,0.8926620183158411,0.09395602730308278,1,0,30,15,same_bar,0,0.0,,0.0,15,15.0,,15.0,0,0,0.0,0,0,0.0
237,long,Long1,1,0,MFEProtect L1,2024-09-05 06:30:00,2024-09-05 14:00:00,56878.02,56765.97,30,450,-5.487009464391937,-0.1970005284994025,False,True,471.9800000000032,-560.0199999999968,0.829810883008943,-0.9845982683644696,0.829810883008943,0.9845982683644697,29,22,450,345,same_bar,0,0.0,21.0,1.0,15,15.0,330.0,30.0,17,255,0.5666666666666667,15,225,-0.264673728921268
238,long,Long1,1,0,MFEProtect L1,2024-09-05 19:45:00,2024-09-06 07:00:00,56060.04,56195.97,45,675,2.429546762310742,0.2424721780434069,True,False,798.8399999999965,-416.3899999999994,1.42497222620604,-0.7427572295702953,1.42497222620604,0.7427572295702953,24,6,375,105,same_bar,0,0.0,6.0,22.0,15,15.0,105.0,345.0,2,30,0.044444444444444446,2,30,-0.13026212610622867
239,long,Long1,1,0,OutsideStop Long1,2024-09-06 15:30:00,2024-09-06 19:45:00,54405.04,53534.25,17,255,-19.262056537416655,-1.600568623789267,False,True,29.959999999999127,-1137.5,0.0550684274839226,-2.0907989406863776,0.055068427483922676,2.0907989406863776,6,15,105,240,same_bar,0,0.0,0.0,,15,15.0,15.0,,17,255,1.0,17,255,-0.9773478166512436
240,long,Long1,1,0,MFEProtect L1,2024-09-07 18:00:00,2024-09-08 06:45:00,54140.41,54291.98,51,765,2.8663478063639305,0.2799572445055576,True,False,434.5900000000038,-326.3999999999942,0.8027091039761314,-0.6028768529828167,0.8027091039761178,0.60287685298283,42,19,645,300,same_bar,0,0.0,14.0,5.0,15,15.0,225.0,90.0,15,225,0.29411764705882354,11,165,-0.21993799702170116
241,long,Long1,1,0,TP L1,2024-09-08 13:15:00,2024-09-09 13:45:00,54250.03,55686.89,98,1470,61.40833800736812,2.648588397093965,True,False,1548.9700000000012,-621.0199999999968,2.8552426606953047,-1.1447366941548176,2.8552426606953047,1.1447366941548176,97,10,1470,165,same_bar,0,0.0,7.0,18.0,15,15.0,120.0,285.0,15,225,0.15306122448979592,14,210,-0.41906459160790355
242,short,Short2,2,0,MFEProtect S2,2024-09-09 23:00:00,2024-09-10 00:45:00,57095.98,56982.04,7,105,7.72496866306048,0.1999577410706887,True,False,471.4800000000032,-169.14999999999418,0.8257674183016093,-0.2962555332266722,0.8257674183016093,0.29625553322667225,4,0,75,15,same_bar,0,0.0,,3.0,15,15.0,,60.0,2,30,0.2857142857142857,2,30,-0.1119956256114718
243,short,Short1,1,0,NoProgress S1,2024-09-09 17:30:00,2024-09-10 17:30:00,56410.81,57174.02,96,1440,-16.419301905287174,-1.334889518001359,False,True,146.80999999999767,-1677.1900000000023,0.2602515368951406,-2.9731712769237,0.26025153689514063,2.9731712769237,1,14,30,225,same_bar,0,0.0,5.0,,15,15.0,90.0,,96,1440,1.0,96,1440,-0.9689272100507015
