metric,count,q10,q25,q50,q75,q90,mean
pnl_abs,754,-50.364631397228266,-10.10446786155267,2.270626176111429,6.5162393892667065,61.249303242205954,14.804823669428554
pnl_pct,754,-2.154593609250635,-0.4745756379457705,0.1696446432682519,0.2905272764580913,3.5823085252848026,0.1904759596203526
bars_held,754,5.0,15.0,51.0,96.0,140.0,70.71220159151194
underwater_minutes,754,0.0,15.0,90.0,566.25,1300.5000000000007,352.3209549071618
underwater_ratio,754,0.0,0.017938311688311687,0.2555111555111555,0.7984536082474227,0.9895833333333334,0.3966060529836783
max_adverse_pct_path,754,0.08813301065094516,0.28909633737816115,0.7479271368334524,1.8777256026359601,3.2435144110767897,1.3014508803195237
max_favorable_pct_path,754,0.27094743581762815,0.6256859050034154,1.0375903602671839,2.2085990087982728,4.121511201580666,1.7101221942386093
minutes_to_max_adverse,754,15.0,15.0,105.0,446.25,1020.0,312.67241379310343
minutes_to_max_favorable,754,15.0,60.0,270.0,840.0,1465.5000000000007,656.8965517241379
