horizon_bars,horizon_minutes,sample_count,profitable_rate,adverse_rate,avg_close_ret_pct_at_h,median_close_ret_pct_at_h,avg_max_favorable_pct_to_h,avg_max_adverse_pct_to_h
1,15,754,0.53315649867374,0.46684350132625996,0.015056485048354148,0.025494100854100976,0.2753575968109293,0.25809281291792185
2,30,741,0.5411605937921727,0.45883940620782726,0.0286936731607259,0.04460695977335227,0.37216388141966833,0.36256601556678536
4,60,695,0.5410071942446043,0.4589928057553957,0.04232139595844745,0.04653109737804417,0.5118982263384303,0.4935532360726319
8,120,640,0.55625,0.44375,0.08681919881082187,0.06538859227892546,0.6751852507803323,0.648294622897184
12,180,599,0.5492487479131887,0.4507512520868113,0.09192395726642894,0.08218067067562451,0.7752057008724313,0.7784694776325082
24,360,498,0.5622489959839357,0.43775100401606426,0.23095019562604022,0.16862666393212544,1.052081238106054,1.0013302031116196
48,720,390,0.5692307692307692,0.4307692307692308,0.3625263685943377,0.30447104062056307,1.3468668612331844,1.2436110012607942
96,1440,239,0.5606694560669456,0.4393305439330544,0.5078071976611382,0.6788732120988739,1.8927448905334623,1.6511343634930737
192,2880,46,1.0,0.0,2.5858530297969295,2.2862992648304434,3.6413978552843353,0.6757555565438109
