group,trade_count,win_rate,loss_rate,avg_pnl_abs,median_pnl_abs,avg_pnl_pct,median_pnl_pct,avg_bars_held,median_bars_held,avg_hold_hours,avg_underwater_hours,median_underwater_hours,avg_underwater_ratio,avg_max_consecutive_underwater_hours,avg_max_adverse_pct,median_max_adverse_pct,avg_max_favorable_pct,median_max_favorable_pct,first_move_adverse_rate,first_move_favorable_rate,material_adverse_0p5_rate,material_favorable_0p5_rate,avg_minutes_to_max_adverse,avg_minutes_to_max_favorable,side,entry_id,level_snapshot,exit_reason
,13,0.6923076923076923,0.3076923076923077,35.00183737002943,7.503093626169797,0.31374997164619833,0.2112785245634629,36.69230769230769,12.0,9.173076923076923,1.5961538461538463,0.75,0.294994218866898,1.2692307692307694,0.9937714182446407,0.668970811689448,1.8745832202874197,1.220918803058225,0.07692307692307693,0.0,0.6923076923076923,0.8461538461538461,156.92307692307693,360.0,long,,3.0,
,26,0.5769230769230769,0.4230769230769231,93.86125803678176,18.112505262425074,0.8388921246837078,0.18925843190736863,58.96153846153846,25.0,14.740384615384615,6.971153846153846,1.0,0.42924757697431243,5.509615384615385,1.6764730664793366,1.0424632365961104,2.9312298450501237,2.0004879132924445,0.0,0.0,0.7692307692307693,0.8461538461538461,272.88461538461536,355.96153846153845,short,,0.0,
,294,0.5884353741496599,0.41156462585034015,0.6234551086346919,1.665515761897363,0.07384900443443503,0.16185997517590422,67.79931972789116,57.0,16.94982993197279,6.756802721088436,1.5,0.4278425497591155,5.500850340136054,1.191121317896149,0.728864410720675,1.4401101369261944,0.9814271905470106,0.08843537414965986,0.0,0.5918367346938775,0.7517006802721088,335.0,576.9897959183673,short,,1.0,
,62,0.5483870967741935,0.45161290322580644,1.2459427889220565,2.5163031814378023,0.014563107771492672,0.08302643784074965,61.83870967741935,47.0,15.45967741935484,6.39516129032258,3.125,0.45951007079273376,4.588709677419355,1.2325641894786816,0.9500537622561822,1.4041615674608412,0.8698341557039839,0.08064516129032258,0.0,0.6612903225806451,0.7741935483870968,312.8225806451613,552.5806451612904,short,,2.0,
,11,0.45454545454545453,0.5454545454545454,25.55471068854672,-9.08997369717546,0.5102644814254952,-0.1581822877396277,53.0,19.0,13.25,1.7045454545454544,1.0,0.40764610929117406,1.5227272727272727,1.00650791612272,0.9200585308242097,2.1811820039845795,0.8640855485841528,0.0,0.0,0.7272727272727273,0.5454545454545454,335.45454545454544,589.0909090909091,short,,3.0,
,3,0.0,1.0,-97.78936048803429,-139.01835579494812,-3.8056602345782125,-3.482063057046225,14.333333333333334,9.0,3.5833333333333335,3.5,2.0,0.9629629629629629,3.5,5.0491857414761965,5.307416619757708,0.2110976255589322,0.24154563646955154,0.0,0.0,1.0,0.0,205.0,15.0,,,,Breakout Flip Down
,2,0.0,1.0,-7.133849699183743,-7.133849699183743,-0.5838172217669024,-0.5838172217669024,2.0,2.0,0.5,0.5,0.5,1.0,0.5,0.7688128496642086,0.7688128496642086,0.182416136480629,0.182416136480629,0.0,0.0,1.0,0.0,30.0,15.0,,,,Breakout Flip Up
,5,0.0,1.0,-259.22732660129606,-235.53454210421947,-2.5495118027850188,-2.504787197105085,50.8,48.0,12.7,12.5,11.25,0.984375,11.85,3.346986298139541,3.0313336278615766,0.43269145438244677,0.3425821101693664,0.0,0.0,1.0,0.2,549.0,18.0,,,,Breakout Stop
,30,1.0,0.0,4.576422920287143,3.7406595522597264,0.2946988475715025,0.29993215241630455,160.1,133.5,40.025,6.816666666666666,3.875,0.22123268762919807,4.583333333333333,0.9112264747859528,0.8049289635164876,2.3398234542247933,2.276552967457479,0.03333333333333333,0.0,0.6666666666666666,0.9666666666666667,370.5,1542.5,,,,Exit L1
,8,1.0,0.0,13.24174077289302,14.033046926290732,0.29991388266321084,0.2999294294032673,199.25,179.0,49.8125,1.1875,0.0,0.04752975297529753,0.8125,0.39768284247218866,0.0809776489962973,3.5177531042733623,3.4706302230870416,0.0,0.0,0.25,1.0,52.5,1477.5,,,,Exit L2
